index,Commune,NPA,Commune d'annonce / District,full_demand_wed,distance_to_venoge_km,P_Y,adjusted_demand_wed
116,Bussy-sur-Moudon,1514,Bussy-sur-Moudon,7.0,30.86,0.10229322865649329,1
117,Chavannes-sur-Moudon,1512,Chavannes-sur-Moudon,4.0,30.89,0.10174356598870474,0
118,Baulmes,1446,Baulmes,16.0,30.92,0.1011965239313324,2
119,Corseaux,1802,Corseaux,23.0,30.96,0.10047119560759603,2
120,Chardonne,1803,Chardonne,8.0,31.29,0.09466163166868698,1
121,Les Charbonnières,1343,Le Lieu,7.0,31.67,0.0883459684972113,1
122,Jongny,1805,Corsier-sur-Vevey,11.0,31.96,0.08378477426774984,1
123,Corsier-sur-Vevey,1804,Jongny,17.0,32.04,0.08256468722313899,1
124,Bursins,1183,Gilly,9.0,32.33,0.07827634537010729,1
125,Gilly,1182,Gilly,4.0,32.34,0.07813216870533485,0
126,Orges,1430,Orges,10.0,32.47,0.07627987420426198,1
127,Bursinel,1195,Gilly,2.0,32.67,0.07350876054159496,0
128,Oulens-sur-Lucens,1522,Lucens,48.0,32.67,0.07350876054159496,4
130,Ferlens VD,1076,Jorat-Mézières,9.0,32.92,0.07017527889079064,1
131,Forel-sur-Lucens,1526,Lucens,3.0,32.95,0.06978478287658003,0
132,Saubraz,1189,Saubraz,10.0,33.33,0.06500967966017807,1
133,Carrouge VD,1084,Vulliens,9.0,33.34,0.06488821852707811,1
134,Combremont-le-Petit,1536,Valbroye,3.0,33.49,0.06309147468456622,0
135,Yvonand,1462,Yvonand,71.0,33.65,0.061226162819907996,4
136,Vinzel,1184,Vinzel,3.0,33.76,0.05997379701355931,0
137,Curtilles,1521,Curtilles,8.0,33.84,0.059078091215245515,0
138,Vuiteboeuf,1445,Vuiteboeuf,7.0,33.93,0.05808541482086956,0
139,La Conversion,1093,Lutry,13.0,33.94,0.05797608848430512,1
140,Essertines-sur-Rolle,1186,Essertines-sur-Rolle,4.0,34.02,0.05710840579237541,0
141,Ecoteaux,1612,Oron,8.0,34.15,0.05572439792866542,0
142,Champagne,1424,Champagne,15.0,34.42,0.05295019146166549,1
143,Les Bioux,1346,L'Abbaye,3.0,34.44,0.05274996390066341,0
144,Le Mont-Pèlerin,1801,Chardonne,6.0,34.51,0.05205478444878532,0
145,Vugelles-La Mothe,1431,Vugelles-La Mothe,9.0,34.6,0.051173700917091634,0
146,Burtigny,1268,Bursins,21.0,35.06,0.046886687986208674,1
147,St-Oyens,1187,Saint-Oyens,3.0,35.53,0.04286043817719346,0
148,Bonvillars,1427,Bonvillars,17.0,35.71,0.04140766031765002,1
149,Onnens VD,1425,Onnens (VD),17.0,35.72,0.04132834695711763,1
150,Fiez,1420,Fiez,12.0,35.81,0.04062103997968436,0
153,Chailly-Montreux,1816,Montreux,2.0,36.78,0.03369923499611279,0
154,La Tour-de-Peilz,1814,La Tour-de-Peilz,42.0,37.0,0.032295464698450495,1
155,Lovatens,1682,Lovatens,7.0,37.09,0.03173763156159819,0
156,Vich,1267,Vich,7.0,37.17,0.03124961263810414,0
157,Maracon,1613,Maracon,13.0,37.23,0.03088837206073071,0
158,Fontaines-sur-Grandson,1421,Fontaines-sur-Grandson,12.0,37.34,0.030236571061530076,0
159,Molondin,1415,Molondin,7.0,37.35,0.03017798148587592,0
160,Clarens,1815,Montreux,56.0,37.78,0.027760176832927825,2
161,Blonay,1807,Montreux,59.0,38.06,0.026288077065801482,2
162,Brent,1817,Montreux,1.0,38.25,0.02533270322687172,0
163,Gimel,1188,Gimel,26.0,38.37,0.024746822731352338,1
164,L'Orient,1341,Le Chenit,11.0,38.89,0.022357111506606082,0
165,Le Solliat,1347,Le Chenit,32.0,39.01,0.02183850688113971,1
166,Le Brassus,1348,Le Chenit,19.0,39.25,0.020836344518680425,0
167,Villars-Burquin,1423,Tévenon,8.0,39.27,0.020754891978608043,0
168,L'Auberson,1454,Sainte-Croix,2.0,39.37,0.020352281848807906,0
169,Rovray,1463,Rovray,1.0,39.4,0.020232997095785403,0
170,Duillier,1266,Duillier,4.0,39.71,0.019039806775931898,0
171,La Sagne (Ste-Croix),1450,Sainte-Croix,15.0,39.85,0.018523824963299396,0
172,Chernex,1822,Montreux,11.0,39.88,0.018415055352233634,0
173,Prangins,1197,Prangins,38.0,40.06,0.0177754789195206,1
174,Montreux,1820,Montreux,19.0,40.07,0.017740593553769234,0
