"","PLZ","day","ticket"
"1141",1452,"ME",3
"1142",1452,"SA",4
"1143",1453,"JE",6
"1144",1453,"SA",1
"1145",1454,"ME",2
"1146",1454,"JE",2
"1147",1454,"VE",4
"1148",1462,"ME",64
"1149",1462,"JE",19
"1150",1462,"VE",19
"1151",1462,"SA",19
"1152",1463,"ME",1
"1153",1463,"VE",1
"1154",1464,"ME",6
"1155",1464,"JE",5
"1156",1464,"VE",2
"1157",1464,"SA",3
"1158",1468,"ME",15
"1159",1468,"JE",5
"1160",1468,"VE",21
"1161",1468,"SA",10
"1162",1470,"ME",52
"1163",1470,"JE",16
"1164",1470,"VE",25
"1165",1470,"SA",31
"1166",1473,"ME",12
"1167",1473,"JE",9
"1168",1473,"SA",8
"1169",1474,"ME",5
"1170",1474,"JE",8
"1171",1474,"SA",6
"1172",1475,"ME",15
"1173",1475,"JE",2
"1174",1475,"VE",2
"1175",1475,"SA",2
"1176",1480,"ME",1
"1177",1482,"ME",32
"1178",1482,"JE",6
"1179",1482,"VE",6
"1180",1482,"SA",12
"1181",1483,"ME",8
"1182",1483,"JE",3
"1183",1483,"SA",2
"1184",1484,"ME",5
"1185",1484,"SA",7
"1186",1485,"ME",4
"1187",1485,"JE",5
"1188",1485,"VE",1
"1189",1485,"SA",1
"1190",1486,"ME",1
"1191",1486,"VE",4
"1192",1489,"ME",2
"1193",1489,"JE",4
"1194",1489,"SA",10
"1195",1509,"ME",5
"1196",1509,"JE",6
"1197",1509,"VE",3
"1198",1509,"SA",2
"1199",1510,"ME",64
"1200",1510,"JE",14
"1201",1510,"VE",18
"1202",1510,"SA",8
"1203",1512,"ME",4
"1204",1512,"JE",2
"1205",1513,"ME",1
"1206",1513,"VE",4
"1207",1514,"ME",6
"1208",1514,"JE",15
"1209",1514,"VE",4
"1210",1514,"SA",4
"1211",1515,"ME",2
"1212",1515,"JE",4
"1213",1515,"SA",6
"1214",1521,"ME",7
"1215",1521,"JE",2
"1216",1522,"ME",43
"1217",1522,"JE",18
"1218",1522,"VE",11
"1219",1522,"SA",12
"1220",1523,"ME",8
"1221",1523,"JE",2
"1222",1523,"VE",6
"1223",1524,"ME",2
"1224",1524,"JE",3
"1225",1525,"ME",7
"1226",1525,"JE",3
"1227",1525,"VE",1
"1228",1526,"ME",3
"1229",1526,"JE",5
"1230",1526,"VE",5
"1231",1526,"SA",1
"1232",1527,"ME",2
"1233",1527,"JE",2
"1234",1528,"JE",9
"1235",1529,"ME",2
"1236",1529,"VE",2
"1237",1530,"ME",65
"1238",1530,"JE",7
"1239",1530,"VE",18
"1240",1530,"SA",9
"1241",1532,"ME",9
"1242",1532,"VE",19
"1243",1532,"SA",19
"1244",1533,"ME",1
"1245",1534,"ME",3
"1246",1534,"VE",2
"1247",1536,"ME",3
"1248",1536,"JE",2
"1249",1536,"VE",3
"1250",1537,"JE",2
"1251",1537,"VE",7
"1252",1541,"ME",3
"1253",1541,"JE",3
"1254",1541,"VE",4
"1255",1542,"ME",2
"1256",1542,"JE",2
"1257",1543,"VE",7
"1258",1544,"ME",7
"1259",1544,"JE",1
"1260",1544,"VE",4
"1261",1545,"ME",2
"1262",1545,"JE",4
"1263",1545,"VE",2
"1264",1545,"SA",2
"1265",1552,"ME",8
"1266",1553,"ME",6
"1267",1553,"JE",8
"1268",1553,"VE",4
"1269",1553,"SA",8
"1270",1554,"ME",2
"1271",1562,"ME",10
"1272",1562,"JE",4
"1273",1562,"VE",3
"1274",1563,"ME",15
"1275",1563,"JE",2
"1276",1563,"SA",3
"1277",1564,"ME",40
"1278",1564,"JE",8
"1279",1564,"VE",11
"1280",1564,"SA",1
"1281",1565,"ME",5
"1282",1565,"JE",5
"1283",1565,"VE",2
"1284",1565,"SA",3
"1285",1566,"ME",13
"1286",1566,"JE",9
"1287",1566,"VE",4
"1288",1566,"SA",2
"1289",1567,"ME",7
"1290",1567,"VE",1
"1291",1567,"SA",4
"1292",1568,"ME",4
"1293",1568,"JE",9
"1294",1568,"VE",2
"1295",1568,"SA",2
"1296",1580,"ME",21
"1297",1580,"JE",9
"1298",1580,"VE",6
"1299",1580,"SA",4
"1300",1583,"ME",3
"1301",1583,"JE",4
"1302",1583,"VE",3
"1303",1584,"ME",3
"1304",1584,"VE",2
"1305",1585,"ME",4
"1306",1585,"JE",4
"1307",1585,"VE",5
"1308",1585,"SA",6
"1309",1586,"VE",2
"1310",1587,"ME",1
"1311",1587,"SA",1
"1312",1588,"ME",21
"1313",1588,"JE",22
"1314",1588,"VE",23
"1315",1588,"SA",7
"1316",1589,"ME",8
"1317",1589,"JE",7
"1318",1589,"VE",5
"1319",1589,"SA",4
"1320",1595,"ME",10
"1321",1595,"VE",8
"1322",1595,"SA",1
"1323",1607,"ME",13
"1324",1607,"JE",18
"1325",1607,"VE",4
"1326",1607,"SA",13
"1327",1608,"ME",18
"1328",1608,"JE",5
"1329",1608,"VE",1
"1330",1608,"SA",1
"1331",1609,"ME",2
"1332",1610,"ME",26
"1333",1610,"JE",10
"1334",1610,"VE",10
"1335",1610,"SA",10
"1336",1611,"ME",1
"1337",1611,"SA",2
"1338",1612,"ME",7
"1339",1612,"JE",2
"1340",1612,"SA",5
"1341",1613,"ME",12
"1342",1613,"JE",12
"1343",1613,"VE",8
"1344",1613,"SA",14
"1345",1614,"ME",16
"1346",1614,"JE",1
"1347",1614,"SA",6
"1348",1615,"ME",18
"1349",1615,"JE",12
"1350",1615,"SA",2
"1351",1616,"ME",35
"1352",1616,"JE",20
"1353",1616,"VE",11
"1354",1616,"SA",10
"1355",1617,"ME",20
"1356",1617,"JE",9
"1357",1617,"SA",19
"1358",1618,"ME",78
"1359",1618,"JE",43
"1360",1618,"VE",28
"1361",1618,"SA",26
"1362",1619,"JE",14
"1363",1619,"VE",3
"1364",1619,"SA",10
"1365",1623,"ME",9
"1366",1623,"VE",5
"1367",1623,"SA",4
"1368",1624,"ME",10
"1369",1624,"JE",3
"1370",1624,"VE",5
"1371",1625,"SA",4
"1372",1626,"ME",1
"1373",1626,"VE",1
"1374",1627,"ME",1
"1375",1628,"ME",10
"1376",1628,"JE",3
"1377",1628,"VE",9
"1378",1628,"SA",5
"1379",1630,"ME",52
"1380",1630,"JE",13
"1381",1630,"VE",25
"1382",1630,"SA",41
"1383",1632,"ME",8
"1384",1632,"VE",2
"1385",1632,"SA",13
"1386",1633,"ME",10
"1387",1633,"VE",5
"1388",1634,"JE",6
"1389",1634,"VE",1
"1390",1634,"SA",5
"1391",1635,"ME",25
"1392",1635,"JE",16
"1393",1635,"VE",3
"1394",1635,"SA",4
"1395",1636,"ME",11
"1396",1636,"VE",6
"1397",1636,"SA",7
"1398",1637,"JE",3
"1399",1637,"VE",3
"1400",1638,"ME",4
"1401",1642,"ME",14
"1402",1642,"SA",2
"1403",1643,"ME",3
"1404",1643,"JE",2
"1405",1644,"ME",2
"1406",1644,"VE",3
"1407",1644,"SA",4
"1408",1645,"VE",2
"1409",1646,"ME",4
"1410",1646,"JE",2
"1411",1647,"VE",8
"1412",1647,"SA",5
"1413",1648,"ME",9
"1414",1648,"SA",4
"1415",1649,"SA",2
"1416",1652,"ME",3
"1417",1652,"VE",1
"1418",1652,"SA",5
"1419",1653,"ME",4
"1420",1653,"JE",3
"1421",1653,"SA",1
"1422",1658,"JE",3
"1423",1659,"ME",5
"1424",1660,"ME",3
"1425",1660,"JE",10
"1426",1661,"ME",1
"1427",1661,"VE",1
"1428",1661,"SA",1
"1429",1663,"ME",11
"1430",1663,"JE",4
"1431",1663,"VE",2
"1432",1665,"SA",2
"1433",1666,"ME",2
"1434",1666,"JE",4
"1435",1666,"VE",2
"1436",1667,"ME",2
"1437",1669,"JE",5
"1438",1670,"ME",9
"1439",1670,"JE",4
"1440",1670,"VE",2
"1441",1670,"SA",14
"1442",1673,"ME",20
"1443",1673,"JE",15
"1444",1673,"VE",12
"1445",1673,"SA",16
"1446",1674,"ME",2
"1447",1674,"JE",10
"1448",1674,"SA",2
"1449",1675,"ME",1
"1450",1675,"JE",8
"1451",1675,"VE",4
"1452",1675,"SA",9
"1453",1676,"ME",4
"1454",1676,"JE",4
"1455",1677,"ME",8
"1456",1677,"JE",2
"1457",1677,"VE",1
"1458",1677,"SA",2
"1459",1678,"ME",3
"1460",1678,"JE",1
"1461",1678,"SA",2
"1462",1680,"ME",15
"1463",1680,"VE",7
"1464",1680,"SA",10
"1465",1681,"ME",5
"1466",1681,"SA",1
"1467",1682,"ME",6
"1468",1682,"JE",3
"1469",1682,"VE",7
"1470",1682,"SA",5
"1471",1683,"JE",3
"1472",1683,"VE",2
"1473",1684,"ME",10
"1474",1684,"VE",5
"1475",1684,"SA",3
"1476",1685,"JE",5
"1477",1686,"SA",1
"1478",1687,"ME",3
"1479",1687,"JE",2
"1480",1687,"SA",2
"1481",1688,"JE",1
"1482",1690,"ME",17
"1483",1690,"SA",5
"1484",1691,"ME",5
"1485",1692,"ME",1
"1486",1692,"JE",1
"1487",1692,"VE",2
"1488",1694,"ME",13
"1489",1694,"JE",3
"1490",1694,"VE",3
"1491",1694,"SA",2
"1492",1695,"ME",1
"1493",1695,"JE",2
"1494",1696,"ME",15
"1495",1696,"JE",1
"1496",1696,"SA",4
"1497",1699,"ME",9
"1498",1699,"JE",7
"1499",1699,"SA",2
"1500",1700,"ME",89
"1501",1700,"JE",14
"1502",1700,"VE",60
"1503",1700,"SA",24
"1504",1712,"ME",6
"1505",1712,"JE",4
"1506",1714,"SA",4
"1507",1715,"ME",2
"1508",1715,"SA",2
"1509",1717,"SA",1
"1510",1718,"VE",2
"1511",1720,"ME",18
"1512",1720,"VE",10
"1513",1720,"SA",4
"1514",1721,"ME",20
"1515",1721,"JE",3
"1516",1721,"VE",2
"1517",1721,"SA",4
"1518",1723,"ME",23
"1519",1723,"JE",4
"1520",1723,"VE",12
"1521",1723,"SA",17
"1522",1724,"ME",20
"1523",1724,"VE",2
"1524",1724,"SA",2
"1525",1725,"ME",13
"1526",1725,"JE",6
"1527",1725,"VE",5
"1528",1725,"SA",2
"1529",1726,"ME",14
"1530",1726,"VE",6
"1531",1726,"SA",2
"1532",1727,"ME",8
"1533",1727,"JE",5
"1534",1727,"SA",3
"1535",1728,"ME",9
"1536",1728,"JE",4
"1537",1728,"VE",2
"1538",1728,"SA",9
"1539",1730,"ME",7
"1540",1730,"SA",2
"1541",1731,"ME",2
"1542",1732,"ME",6
"1543",1732,"JE",2
"1544",1732,"SA",4
"1545",1733,"ME",4
"1546",1733,"JE",2
"1547",1733,"SA",3
"1548",1734,"ME",1
"1549",1736,"ME",3
"1550",1740,"ME",13
"1551",1740,"JE",2
"1552",1740,"VE",8
"1553",1740,"SA",8
"1554",1741,"ME",10
"1555",1741,"VE",6
"1556",1741,"SA",2
"1557",1742,"ME",2
"1558",1742,"SA",6
"1559",1744,"ME",3
"1560",1744,"VE",9
"1561",1745,"ME",8
"1562",1745,"JE",4
"1563",1745,"VE",9
"1564",1745,"SA",13
"1565",1746,"ME",1
"1566",1746,"JE",7
"1567",1746,"VE",5
"1568",1747,"ME",3
"1569",1747,"JE",2
"1570",1747,"VE",2
"1571",1747,"SA",7
"1572",1748,"ME",7
"1573",1748,"SA",2
"1574",1749,"ME",2
"1575",1749,"VE",2
"1576",1752,"ME",51
"1577",1752,"JE",16
"1578",1752,"VE",13
"1579",1752,"SA",12
"1580",1753,"ME",3
"1581",1753,"JE",2
"1582",1753,"VE",2
"1583",1753,"SA",4
"1584",1754,"ME",4
"1585",1754,"JE",2
"1586",1754,"SA",4
"1587",1756,"ME",12
"1588",1756,"JE",3
"1589",1756,"SA",9
"1590",1757,"ME",5
"1591",1757,"JE",2
"1592",1757,"VE",2
"1593",1762,"ME",7
"1594",1762,"VE",6
"1595",1763,"ME",41
"1596",1763,"JE",5
"1597",1763,"SA",4
"1598",1772,"ME",9
"1599",1772,"VE",4
"1600",1773,"ME",10
"1601",1773,"VE",3
"1602",1774,"ME",16
"1603",1774,"JE",16
"1604",1774,"VE",4
"1605",1775,"ME",11
"1606",1775,"VE",4
"1607",1775,"SA",2
"1608",1776,"ME",6
"1609",1776,"VE",2
"1610",1776,"SA",1
"1611",1782,"ME",37
"1612",1782,"JE",6
"1613",1782,"SA",4
"1614",1783,"ME",7
"1615",1783,"JE",2
"1616",1783,"VE",2
"1617",1784,"ME",9
"1618",1785,"ME",3
"1619",1785,"VE",5
"1620",1785,"SA",7
"1621",1786,"ME",10
"1622",1786,"JE",8
"1623",1786,"VE",8
"1624",1787,"ME",1
"1625",1787,"JE",6
"1626",1787,"VE",2
"1627",1788,"ME",5
"1628",1788,"JE",2
"1629",1788,"VE",5
"1630",1789,"VE",4
"1631",1791,"ME",8
"1632",1791,"JE",2
"1633",1792,"VE",2
"1634",1793,"VE",2
"1635",1794,"VE",1
"1636",1800,"ME",125
"1637",1800,"JE",72
"1638",1800,"VE",54
"1639",1800,"SA",36
"1640",1801,"ME",5
"1641",1801,"JE",1
"1642",1801,"SA",7
"1643",1802,"ME",21
"1644",1802,"JE",5
"1645",1802,"VE",6
"1646",1802,"SA",9
"1647",1803,"ME",7
"1648",1803,"JE",19
"1649",1803,"VE",9
"1650",1803,"SA",3
"1651",1804,"ME",15
"1652",1804,"JE",13
"1653",1804,"VE",6
"1654",1804,"SA",17
"1655",1805,"ME",10
"1656",1805,"JE",21
"1657",1805,"VE",20
"1658",1805,"SA",10
"1659",1806,"ME",36
"1660",1806,"JE",36
"1661",1806,"VE",19
"1662",1806,"SA",12
"1663",1807,"ME",51
"1664",1807,"JE",41
"1665",1807,"VE",19
"1666",1807,"SA",26
"1667",1808,"ME",3
"1668",1808,"JE",8
"1669",1808,"VE",5
"1670",1808,"SA",3
"1671",1809,"JE",2
"1672",1814,"ME",35
"1673",1814,"JE",62
"1674",1814,"VE",21
"1675",1814,"SA",53
"1676",1815,"ME",50
"1677",1815,"JE",18
"1678",1815,"VE",7
"1679",1815,"SA",12
"1680",1816,"ME",2
"1681",1816,"JE",2
"1682",1816,"VE",1
"1683",1816,"SA",4
"1684",1817,"ME",1
"1685",1817,"JE",2
"1686",1817,"VE",4
"1687",1817,"SA",6
"1688",1820,"ME",16
"1689",1820,"JE",11
"1690",1820,"VE",5
"1691",1820,"SA",6
"1692",1822,"ME",10
"1693",1822,"JE",2
"1694",1822,"VE",11
"1695",1822,"SA",9
"1696",1823,"ME",7
"1697",1823,"SA",2
"1698",1832,"ME",1
"1699",1832,"JE",1
"1700",1832,"SA",5
"1701",1844,"ME",24
"1702",1844,"JE",19
"1703",1844,"VE",11
"1704",1844,"SA",5
"1705",1845,"ME",12
"1706",1845,"JE",5
"1707",1845,"SA",6
"1708",1846,"ME",4
"1709",1846,"JE",4
"1710",1846,"SA",2
"1711",1847,"ME",2
"1712",1847,"JE",2
"1713",1847,"SA",11
"1714",1852,"ME",34
"1715",1852,"JE",9
"1716",1852,"VE",6
"1717",1852,"SA",4
"1718",1853,"ME",8
"1719",1854,"ME",5
"1720",1854,"VE",4
"1721",1856,"JE",2
"1722",1856,"SA",2
"1723",1860,"ME",33
"1724",1860,"JE",24
"1725",1860,"VE",4
"1726",1860,"SA",10
"1727",1862,"JE",4
"1728",1865,"ME",11
"1729",1865,"JE",11
"1730",1865,"VE",2
"1731",1865,"SA",2
"1732",1866,"ME",1
"1733",1867,"ME",32
"1734",1867,"JE",15
"1735",1867,"VE",8
"1736",1867,"SA",12
"1737",1868,"ME",43
"1738",1868,"JE",12
"1739",1868,"VE",5
"1740",1868,"SA",3
"1741",1869,"JE",3
"1742",1869,"VE",3
"1743",1869,"SA",3
"1744",1870,"ME",79
"1745",1870,"JE",16
"1746",1870,"VE",48
"1747",1870,"SA",16
"1748",1871,"ME",18
"1749",1871,"JE",2
"1750",1871,"VE",4
"1751",1871,"SA",2
"1752",1872,"ME",17
"1753",1872,"JE",15
"1754",1872,"VE",10
"1755",1872,"SA",6
"1756",1873,"ME",7
"1757",1873,"VE",4
"1758",1873,"SA",5
"1759",1874,"ME",6
"1760",1874,"JE",4
"1761",1874,"VE",1
"1762",1875,"ME",2
"1763",1875,"SA",1
"1764",1880,"ME",36
"1765",1880,"JE",19
"1766",1880,"VE",11
"1767",1880,"SA",10
"1768",1882,"ME",3
"1769",1882,"JE",4
"1770",1882,"SA",5
"1771",1884,"ME",2
"1772",1884,"VE",2
"1773",1885,"ME",4
"1774",1885,"JE",2
"1775",1885,"SA",5
"1776",1890,"ME",19
"1777",1890,"JE",10
"1778",1890,"VE",8
"1779",1890,"SA",6
"1780",1891,"ME",4
"1781",1891,"JE",1
"1782",1891,"VE",2
"1783",1892,"ME",3
"1784",1892,"JE",5
"1785",1892,"VE",2
"1786",1892,"SA",1
"1787",1893,"ME",23
"1788",1893,"JE",20
"1789",1893,"VE",10
"1790",1893,"SA",14
"1791",1895,"ME",13
"1792",1895,"JE",5
"1793",1895,"VE",3
"1794",1895,"SA",6
"1795",1896,"ME",20
"1796",1896,"JE",8
"1797",1896,"VE",14
"1798",1896,"SA",4
"1799",1897,"ME",22
"1800",1897,"JE",7
"1801",1897,"VE",5
"1802",1897,"SA",10
"1803",1898,"ME",1
"1804",1898,"JE",2
"1805",1898,"VE",4
"1806",1898,"SA",4
"1807",1902,"VE",5
"1808",1902,"SA",8
"1809",1903,"ME",2
"1810",1903,"JE",2
"1811",1904,"ME",9
"1812",1904,"VE",1
"1813",1904,"SA",2
"1814",1905,"ME",6
"1815",1905,"JE",1
"1816",1906,"ME",10
"1817",1906,"SA",2
"1818",1907,"ME",25
"1819",1907,"JE",8
"1820",1907,"VE",3
"1821",1907,"SA",2
"1822",1908,"ME",12
"1823",1908,"JE",5
"1824",1908,"VE",1
"1825",1911,"ME",12
"1826",1911,"JE",2
"1827",1911,"VE",1
"1828",1911,"SA",3
"1829",1912,"ME",17
"1830",1912,"JE",1
"1831",1912,"VE",3
"1832",1912,"SA",1
"1833",1913,"ME",6
"1834",1913,"JE",1
"1835",1914,"SA",1
"1836",1920,"ME",73
"1837",1920,"JE",24
"1838",1920,"VE",9
"1839",1920,"SA",11
"1840",1921,"ME",3
"1841",1922,"ME",6
"1842",1922,"JE",2
"1843",1923,"VE",1
"1844",1926,"ME",46
"1845",1926,"JE",10
"1846",1926,"VE",3
"1847",1926,"SA",11
"1848",1928,"JE",2
"1849",1932,"ME",2
"1850",1932,"VE",1
"1851",1932,"SA",1
"1852",1933,"ME",4
"1853",1933,"VE",1
"1854",1934,"ME",2
"1855",1934,"JE",2
"1856",1936,"ME",3
"1857",1937,"ME",8
"1858",1937,"SA",2
"1859",1938,"SA",1
"1860",1941,"ME",5
"1861",1941,"JE",2
"1862",1941,"SA",2
"1863",1942,"ME",1
"1864",1943,"ME",1
"1865",1945,"ME",1
"1866",1946,"JE",2
"1867",1946,"VE",2
"1868",1947,"ME",4
"1869",1947,"SA",5
"1870",1948,"ME",6
"1871",1950,"ME",64
"1872",1950,"JE",11
"1873",1950,"VE",17
"1874",1950,"SA",21
"1875",1955,"ME",10
"1876",1955,"JE",4
"1877",1955,"VE",1
"1878",1955,"SA",6
"1879",1957,"ME",11
"1880",1957,"VE",3
"1881",1957,"SA",15
"1882",1958,"ME",16
"1883",1958,"VE",7
"1884",1958,"SA",11
"1885",1962,"ME",7
"1886",1963,"ME",41
"1887",1963,"JE",5
"1888",1963,"VE",4
"1889",1963,"SA",2
"1890",1964,"ME",13
"1891",1964,"JE",1
"1892",1964,"VE",4
"1893",1964,"SA",6
"1894",1965,"ME",25
"1895",1965,"JE",12
"1896",1965,"VE",9
"1897",1965,"SA",7
"1898",1966,"ME",16
"1899",1966,"JE",7
"1900",1966,"VE",2
"1901",1967,"ME",13
"1902",1967,"JE",5
"1903",1967,"VE",4
"1904",1967,"SA",6
"1905",1971,"ME",13
"1906",1971,"VE",2
"1907",1971,"SA",6
"1908",1973,"JE",2
"1909",1974,"SA",2
"1910",1975,"JE",2
"1911",1975,"VE",2
"1912",1976,"ME",9
"1913",1976,"JE",4
"1914",1977,"ME",7
"1915",1977,"JE",1
"1916",1977,"VE",2
"1917",1978,"ME",4
"1918",1982,"ME",1
"1919",1983,"ME",3
"1920",1986,"SA",2
"1921",1987,"ME",3
"1922",1987,"JE",6
"1923",1987,"VE",3
"1924",1987,"SA",3
"1925",1991,"ME",4
"1926",1991,"SA",4
"1927",1992,"ME",4
"1928",1992,"JE",2
"1929",1993,"ME",1
"1930",1994,"ME",5
"1931",1996,"ME",12
"1932",1997,"ME",10
"1933",1997,"JE",4
"1934",1997,"VE",4
"1935",2000,"ME",110
"1936",2000,"JE",56
"1937",2000,"VE",83
"1938",2000,"SA",65
"1939",2012,"ME",5
"1940",2012,"VE",6
"1941",2012,"SA",11
"1942",2013,"ME",36
"1943",2013,"JE",21
"1944",2013,"VE",16
"1945",2013,"SA",24
"1946",2014,"ME",17
"1947",2014,"JE",11
"1948",2014,"VE",14
"1949",2014,"SA",9
"1950",2015,"ME",6
"1951",2015,"JE",1
"1952",2015,"VE",8
"1953",2016,"ME",26
"1954",2016,"JE",11
"1955",2016,"VE",10
"1956",2016,"SA",20
"1957",2017,"ME",49
"1958",2017,"JE",12
"1959",2017,"VE",13
"1960",2017,"SA",4
"1961",2019,"ME",2
"1962",2019,"VE",2
"1963",2022,"ME",20
"1964",2022,"JE",23
"1965",2022,"VE",3
"1966",2023,"ME",2
"1967",2023,"VE",12
"1968",2023,"SA",2
"1969",2024,"ME",21
"1970",2024,"JE",6
"1971",2024,"VE",8
"1972",2024,"SA",8
"1973",2025,"ME",21
"1974",2025,"VE",8
"1975",2025,"SA",3
"1976",2027,"ME",4
"1977",2027,"JE",2
"1978",2027,"VE",2
"1979",2027,"SA",4
"1980",2028,"ME",4
"1981",2028,"JE",2
"1982",2034,"ME",24
"1983",2034,"JE",14
"1984",2034,"VE",20
"1985",2034,"SA",2
"1986",2035,"ME",24
"1987",2035,"JE",11
"1988",2035,"VE",13
"1989",2035,"SA",6
"1990",2036,"ME",7
"1991",2036,"JE",1
"1992",2037,"ME",2
"1993",2042,"ME",2
"1994",2043,"ME",17
"1995",2046,"ME",8
"1996",2046,"JE",4
"1997",2046,"VE",2
"1998",2046,"SA",4
"1999",2052,"ME",3
"2000",2052,"VE",3
"2001",2053,"ME",12
"2002",2053,"JE",5
"2003",2053,"VE",1
"2004",2054,"ME",12
"2005",2054,"VE",3
"2006",2054,"SA",4
"2007",2056,"ME",10
"2008",2056,"JE",2
"2009",2056,"VE",12
"2010",2057,"ME",2
"2011",2058,"ME",1
"2012",2063,"ME",2
"2013",2063,"JE",2
"2014",2065,"ME",7
"2015",2065,"JE",1
"2016",2065,"SA",2
"2017",2067,"ME",3
"2018",2067,"VE",2
"2019",2067,"SA",2
"2020",2068,"ME",16
"2021",2068,"JE",3
"2022",2068,"VE",6
"2023",2068,"SA",2
"2024",2072,"ME",12
"2025",2072,"JE",2
"2026",2072,"VE",10
"2027",2072,"SA",12
"2028",2073,"ME",9
"2029",2074,"ME",26
"2030",2074,"JE",7
"2031",2074,"VE",9
"2032",2074,"SA",2
"2033",2075,"ME",13
"2034",2075,"JE",3
"2035",2075,"SA",5
"2036",2087,"ME",5
"2037",2087,"JE",2
"2038",2087,"VE",1
"2039",2088,"ME",13
"2040",2088,"JE",3
"2041",2088,"VE",1
"2042",2088,"SA",9
"2043",2103,"ME",2
"2044",2103,"JE",3
"2045",2105,"ME",3
"2046",2108,"ME",23
"2047",2112,"ME",4
"2048",2112,"JE",3
"2049",2112,"VE",5
"2050",2112,"SA",2
"2051",2114,"ME",12
"2052",2114,"JE",11
"2053",2114,"VE",11
"2054",2114,"SA",5
"2055",2115,"VE",2
"2056",2115,"SA",2
"2057",2117,"VE",3
"2058",2123,"ME",3
"2059",2123,"VE",8
"2060",2149,"ME",3
"2061",2206,"ME",13
"2062",2206,"VE",4
"2063",2206,"SA",2
"2064",2207,"ME",13
"2065",2207,"JE",3
"2066",2207,"VE",2
"2067",2207,"SA",4
"2068",2208,"ME",3
"2069",2208,"JE",9
"2070",2208,"VE",2
"2071",2208,"SA",9
"2072",2300,"ME",118
"2073",2300,"JE",20
"2074",2300,"VE",31
"2075",2300,"SA",19
"2076",2301,"ME",2
"2077",2314,"JE",3
"2078",2314,"VE",1
"2079",2316,"ME",14
"2080",2318,"JE",1
"2081",2325,"VE",4
"2082",2333,"VE",2
"2083",2333,"SA",2
"2084",2336,"ME",2
"2085",2338,"ME",2
"2086",2338,"VE",1
"2087",2338,"SA",7
"2088",2340,"ME",9
"2089",2340,"JE",2
"2090",2340,"SA",1
"2091",2345,"ME",10
"2092",2350,"ME",7
"2093",2350,"JE",2
"2094",2350,"VE",13
"2095",2350,"SA",2
"2096",2360,"ME",2
"2097",2400,"ME",61
"2098",2400,"JE",6
"2099",2400,"VE",7
"2100",2400,"SA",5
"2101",2405,"ME",2
"2102",2405,"SA",4
"2103",2406,"ME",2
"2104",2414,"ME",2
"2105",2414,"JE",2
"2106",2416,"JE",1
"2107",2416,"SA",1
"2108",2502,"ME",17
"2109",2502,"JE",2
"2110",2502,"VE",9
"2111",2502,"SA",11
"2112",2503,"ME",14
"2113",2503,"JE",3
"2114",2503,"VE",6
"2115",2503,"SA",4
"2116",2504,"ME",15
"2117",2504,"JE",1
"2118",2504,"VE",5
"2119",2504,"SA",2
"2120",2512,"ME",2
"2121",2512,"VE",1
"2122",2514,"ME",1
"2123",2515,"ME",3
"2124",2518,"ME",1
"2125",2518,"JE",2
"2126",2518,"VE",4
"2127",2518,"SA",2
"2128",2520,"ME",5
"2129",2520,"JE",6
"2130",2520,"VE",5
"2131",2520,"SA",4
"2132",2523,"ME",7
"2133",2523,"JE",1
"2134",2523,"VE",4
"2135",2523,"SA",2
"2136",2525,"ME",34
"2137",2525,"JE",8
"2138",2525,"VE",10
"2139",2525,"SA",10
"2140",2532,"JE",4
"2141",2533,"ME",5
"2142",2533,"VE",6
"2143",2534,"ME",5
"2144",2535,"ME",2
"2145",2536,"ME",1
"2146",2538,"ME",1
"2147",2538,"VE",2
"2148",2540,"ME",1
"2149",2540,"JE",2
"2150",2542,"ME",3
"2151",2542,"VE",2
"2152",2542,"SA",2
"2153",2552,"VE",1
"2154",2556,"ME",3
"2155",2557,"ME",3
"2156",2560,"ME",2
"2157",2560,"JE",2
"2158",2560,"SA",2
"2159",2562,"SA",2
"2160",2563,"VE",3
"2161",2564,"ME",1
"2162",2564,"VE",1
"2163",2575,"JE",1
"2164",2603,"ME",3
"2165",2603,"JE",2
"2166",2605,"ME",3
"2167",2605,"JE",2
"2168",2605,"VE",1
"2169",2605,"SA",4
"2170",2606,"ME",1
"2171",2606,"JE",5
"2172",2606,"VE",4
"2173",2607,"ME",2
"2174",2608,"ME",1
"2175",2610,"ME",7
"2176",2610,"JE",4
"2177",2610,"VE",2
"2178",2612,"ME",1
"2179",2612,"JE",1
"2180",2613,"ME",4
"2181",2615,"ME",3
"2182",2615,"VE",2
"2183",2615,"SA",1
"2184",2616,"ME",5
"2185",2710,"ME",4
"2186",2710,"JE",3
"2187",2712,"ME",1
"2188",2712,"JE",2
"2189",2714,"ME",1
"2190",2718,"ME",4
"2191",2720,"ME",10
"2192",2720,"JE",4
"2193",2720,"VE",6
"2194",2722,"ME",2
"2195",2723,"ME",1
"2196",2723,"VE",7
"2197",2732,"ME",8
"2198",2732,"SA",4
"2199",2735,"ME",6
"2200",2735,"VE",2
"2201",2735,"SA",1
"2202",2738,"ME",3
"2203",2738,"VE",2
"2204",2740,"ME",19
"2205",2740,"JE",2
"2206",2740,"VE",6
"2207",2740,"SA",2
"2208",2743,"JE",2
"2209",2744,"ME",4
"2210",2744,"JE",2
"2211",2744,"VE",1
"2212",2746,"ME",2
"2213",2747,"ME",3
"2214",2800,"ME",27
"2215",2800,"JE",9
