0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,35,36,37,41,45,48,49,50,52,53,54,55,56,58,59,60,61,62,63,65,66,67,68,69,70,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,99,102,104,106,107,108,109,110,112,113,114,116,117,118,119,120,122,123,124,126,128,132,133,134,135,138,142,146,153,154,156,163,164,168,173,176,188,199,index
inf,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,8.012,8.5356,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.306,10.841,11.3557,11.4835,12.6105,12.5086,12.6886,13.2747,14.1837,14.354,15.7995,16.7249,17.3251,17.3536,17.3824,17.9425,18.0157,18.4821,19.5158,19.5809,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.3205,21.5007,21.8243,22.2954,21.6146,21.9079,22.9513,23.1938,22.9296,23.8183,23.8325,23.9884,24.2716,24.6209,24.878400000000003,24.8851,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4556,26.4591,26.5673,26.6923,26.7876,26.2432,27.2994,27.3268,27.9944,28.9431,29.656,29.8253,29.927,30.0699,30.2266,30.2546,30.3253,30.4046,30.6263,30.2372,30.2631,30.975900000000003,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3841,32.525400000000005,32.0435,33.383199999999995,33.391,32.8669,33.7072,33.984,34.4754,35.115,36.837,37.0502,37.2256,38.4266,38.8414,39.421,40.1119,40.6223,45.4706,49.5759,0
2.6786,inf,3.9804,3.0074,5.6066,6.3144,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.7412,5.9204,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,11.0944,10.42,13.1264,13.6395,9.3761,11.8684,12.0485,12.8469,16.3397,16.509900000000002,17.5703,18.8809,19.481,19.5096,15.4967,20.0985,20.1717,18.0543,21.6718,18.7084,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,19.4348,15.3672,19.9386,24.451400000000003,21.1869,21.4801,24.1503,25.3498,22.2895,25.9742,25.9884,22.1026,22.385900000000003,22.7352,22.9927,22.9994,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,24.5699,28.6151,18.6238,24.8066,24.9019,25.8154,27.6336,25.441,26.1943,31.0991,31.8119,31.9812,28.0413,32.2258,32.3826,32.4105,22.1983,28.6045,28.7406,29.8094,29.8353,29.0902,33.1699,33.503800000000005,34.1684,34.2526,34.540099999999995,30.6397,31.6157,35.5391,35.5469,32.4392,31.8215,32.0983,32.5897,37.270900000000005,38.993,39.2061,39.3816,40.5826,37.0412,37.5353,42.2679,42.7782,47.6265,47.6902,1
2.8743000000000003,3.9804,inf,4.1825,2.3205,5.8398,7.3631,5.7399,7.6818,2.2389,7.7073,6.123,9.886,8.3944,8.2464,11.5196,11.8061,7.4793,10.6598,12.0198,11.3159,8.0262,7.805,10.8108,12.18,12.715,9.6141,11.4561,14.6556,14.3826,14.5626,11.0609,14.3384,11.5028,14.0579,16.8796,17.4798,17.5083,17.2411,18.0972,18.1704,16.2683,19.6705,17.8392,20.0333,22.8596,20.3535,18.4588,23.4,20.89,13.3517,21.3594,21.6831,22.4501,19.4009,19.6941,21.2097,23.3485,24.8036,23.972900000000003,19.4098,16.2043,24.1303,24.4797,24.7372,24.7438,25.0267,25.0908,25.4295,27.904400000000003,26.0251,26.4872,26.5411,18.6716,26.6138,16.8379,26.5511,26.6464,24.029400000000003,25.5578,27.1855,30.6817,29.0978,29.8106,29.98,29.7858,30.2245,30.3813,30.4093,30.48,33.0919,30.485,28.0234,28.0494,30.8346,31.1686,31.5025,32.1672,32.251400000000004,32.5388,32.3842,29.8297,33.537800000000004,25.1763,30.6532,33.566,33.842699999999994,34.3341,35.2696,36.9917,37.204800000000006,37.380300000000005,38.581300000000006,41.5286,39.2797,40.2666,40.777,45.6253,49.4347,2
4.0302,3.0074,4.1825,inf,5.8087,7.6315,6.1501,3.6034,7.4234,5.9533000000000005,9.5869,9.8375,11.7656,3.8111,10.9999,10.6388,10.9253,11.1938,12.5394,9.908,13.5193,11.7407,5.6717,13.0142,14.0596,14.5946,13.3286,13.8416,11.7069,16.2622,16.4422,12.3288,16.5418,16.7121,17.7724,19.083,19.6832,19.7117,13.3873,20.3006,20.3738,17.5362,21.873900000000003,18.1903,22.2367,21.8767,22.5569,22.1733,22.4171,17.0362,17.325400000000002,17.505599999999998,17.8293,24.6535,20.6687,20.962,23.6322,25.5519,26.6832,26.1763,26.1905,19.9933,20.2765,20.6259,20.8834,20.89,21.1729,21.237,27.632900000000003,24.9557,28.2285,28.6906,28.7445,22.4606,28.8172,22.5722,22.6973,22.7926,25.2973,27.1154,23.3317,28.2615,31.3012,32.014,32.1834,25.932,32.4279,32.5847,32.612700000000004,32.6834,30.6717,26.6312,29.2913,29.3172,26.9808,33.372,33.7059,34.3705,34.454800000000006,34.7422,28.5304,31.0976,35.7412,35.749,31.921,29.7122,29.9889,30.4803,37.473,39.1951,39.4082,39.5837,40.7847,39.1084,35.4259,42.47,42.9804,47.8287,45.5809,3
4.1759,5.6066,2.3205,5.8087,inf,3.2004,8.0162,8.1495,8.3665,2.7008,6.9365,4.2147,9.1153,8.2249,5.6069,12.1726,12.4592,5.571,9.889,12.6729,9.0221,6.1179,8.267,8.9604,11.4093,11.9442,7.7058,8.816600000000001,17.0303,13.6118,13.7919,11.5229,14.1914,9.5945,12.1496,16.732599999999998,17.3328,17.3613,17.0717,17.950200000000002,18.0234,16.7302,19.5235,15.9309,19.8863,22.0889,20.2065,16.5505,22.6293,20.7205,13.8137,21.19,21.5136,22.3031,19.8628,20.1561,19.3014,23.2015,24.0329,23.8259,17.5015,16.6663,23.9609,24.3103,24.5677,24.5744,24.8573,24.9214,25.2825,39.6526,25.8781,26.3402,26.3941,19.1336,26.4668,17.299799999999998,26.3817,26.477,24.4913,23.6495,27.0161,31.3347,28.9508,29.6636,29.833,29.6164,30.0775,30.2343,20.808,30.333,33.7449,30.3156,28.4854,28.5113,30.6652,31.0216,31.3555,32.0201,32.1043,32.3918,32.2148,30.2917,33.390800000000006,23.268,31.1151,33.3966,33.673300000000005,34.1647,35.1226,36.8447,37.0578,37.2333,38.4343,42.1817,39.1103,40.1196,40.6299,45.4783,49.2653,4
3.8779,6.3144,5.8398,7.6315,3.2004,inf,8.2759,8.4093,7.9111,4.8072,6.4811000000000005,6.3211,8.659799999999999,9.7156,4.0724,12.4324,12.9786,7.6774,9.4336,12.9326,7.4876,8.2244,10.3734,7.425899999999999,10.9538,11.4888,9.8122,7.282100000000001,18.521,13.1563,13.3364,13.6293,8.8711,11.7009,14.256,16.1526,14.1281,16.781299999999998,18.5624,14.7456,17.4434,18.8367,16.3188,18.0374,16.6817,21.6334,19.6265,18.6569,22.1738,22.2112,15.9201,22.6807,23.0043,19.0985,21.9692,22.2625,21.4078,22.6215,23.5774,20.6213,19.6079,18.7727,25.4516,25.8009,26.0584,26.0651,26.348,26.4121,22.077900000000003,28.7804,25.2981,23.1356,23.1895,21.24,25.8867,19.4062,27.8723,27.9676,26.5978,25.7559,28.5068,31.5945,28.3708,29.0836,26.6283,31.107,26.8729,29.6543,29.6822,27.1283,34.0047,31.8063,30.5918,30.6177,32.1559,30.4416,30.7755,31.4401,31.5243,29.1872,33.705400000000004,32.3981,30.1862,25.3744,33.2215,34.8872,35.164,35.6554,31.918,36.2647,36.4778,34.0287,35.2296,41.1155,40.601,36.9149,37.4253,44.8982,50.7559,5
4.6759,4.16,7.3631,6.1501,8.0162,8.2759,inf,2.9626,3.8666,8.9756,6.21,11.7082,9.3295,12.3792,12.4854,4.5364,5.3116,13.0646,6.9926,4.861800000000001,10.7975,13.6115,14.2398,12.9919,10.6827,7.1286000000000005,15.1993,15.3271,8.1397,12.1589,9.8171,17.7977,18.0273,18.1976,19.6431,20.5685,21.1687,21.1972,21.226,15.3952,21.8593,23.0051,16.3731,23.4245,13.8152,15.774299999999998,24.0424,24.044,16.314700000000002,24.8748,25.1641,14.6011,25.667900000000003,15.0876,26.1376,26.4309,26.7949,27.0374,19.4402,16.5277,27.6761,27.832,28.1152,17.1846,28.722,19.5341,29.0116,29.0757,29.1185,20.7096,29.714,30.1761,30.23,30.2992,30.3027,30.4109,30.5359,30.6312,30.7662,31.143,31.1704,23.6985,32.7867,33.4996,33.6689,33.7706,22.9931,34.0702,34.0982,19.349,26.1087,34.4699,34.7602,34.7861,34.8195,34.8576,35.1915,35.8561,35.9403,36.2277,36.369,36.5665,24.5465,37.2346,37.3899,37.5508,37.8276,38.319,38.9586,40.6806,40.893800000000006,41.0692,30.7952,34.5454,43.2646,43.9555,44.465900000000005,49.3142,53.4195,6
4.8092,2.6572,5.7399,3.6034,8.1495,8.4093,2.9626,inf,5.9372,7.5107,8.2805,11.3949,11.4,7.638,12.6438,7.467,7.7535,12.7512,9.4345,6.7362,12.8681,13.2981,9.4986,14.6582,12.7533,9.5705,14.8859,15.4856,7.1505,14.6008,12.259,14.2245,18.1858,18.356,19.3298,20.727,21.3271,21.3557,16.4443,21.9446,22.0178,19.4318,23.5179,20.086,16.2571,18.7049,24.2009,23.7307,19.2453,20.0932,20.3825,12.7099,20.8863,17.5295,30.4073,22.8577,25.5278,27.1959,21.8821,18.9696,27.8345,23.0503,23.3335,15.2934,23.9404,23.947,24.2299,24.294,29.2769,20.4641,29.8725,30.3346,30.3885,25.5176,30.4612,25.6293,25.7543,25.8496,27.1929,29.0111,26.3887,23.9687,32.9452,33.658,33.8273,28.989,34.0719,34.2287,34.2566,21.7909,26.3789,29.6882,31.187,31.2129,30.0378,35.016,35.3499,36.0145,36.0987,36.3862,31.5874,32.993300000000005,26.9884,37.393,33.8167,32.7692,33.046,33.5373,39.117,40.8391,41.0522,41.2277,42.4287,34.8156,38.483,44.114,44.624300000000005,49.4727,48.6379,7
3.5318,4.4787,7.6818,7.4234,8.3665,7.9111,3.8666,5.9372,inf,9.2299,2.3433,11.9625,5.462899999999999,12.6335,9.2789,7.985399999999999,5.3047,13.3188,3.8674,8.485700000000001,6.930899999999999,13.8658,14.4941,9.1252,6.8161000000000005,5.9226,15.4536,11.461200000000002,11.7636,7.5901,7.7702,18.052,11.6747,18.4519,19.8974,20.8228,11.6686,21.4515,21.4803,13.3484,22.1136,23.2593,14.3263,23.6788,11.7683,16.0672,24.2967,24.2983,16.607599999999998,25.1291,25.4184,17.56,25.9222,13.0407,26.3919,26.6852,27.0492,27.2917,18.011200000000002,14.4808,27.9304,28.0863,28.3695,20.1435,28.9763,28.983,29.2659,29.33,19.6501,24.3335,29.9683,20.7077,20.7616,30.5535,30.557,30.6652,30.7902,30.8855,31.0205,31.3973,31.4247,25.3858,33.041,33.753800000000005,24.2005,34.0249,20.9463,34.3245,34.3525,17.92,27.796,34.7242,35.0145,35.0404,35.073800000000006,35.1118,35.445699999999995,36.1104,36.1946,26.7593,36.6233,36.820800000000006,23.1174,37.488800000000005,37.6442,37.8051,38.081900000000005,38.5733,29.4902,40.9349,41.148,31.6008,29.3662,36.232800000000005,43.5189,34.4871,34.9975,49.5685,53.6738,8
