,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,70.0,72.0,73.0,75.0,76.0,77.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,90.0,91.0,93.0,94.0,95.0,97.0,98.0,104.0,106.0,114.0,115.0,119.0,120.0,122.0,123.0,125.0,127.0,128.0,135.0,142.0,154.0,161.0,171.0
0.0,inf,inf,inf,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.6886,12.8163,13.566,13.6928,13.2747,14.1837,14.354,14.6519,14.6519,15.2896,15.1872,15.7995,16.2102,16.2495,16.643900000000002,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.6615,17.9425,18.0157,18.4821,19.5158,19.5809,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.9079,22.9513,23.1938,23.8183,23.8325,23.9884,24.6209,24.878400000000003,24.8851,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4591,26.5673,26.7876,26.2432,27.2994,27.6152,27.7131,29.656,29.8253,30.6263,30.8488,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3905,32.72,32.0435,33.7072,34.4754,37.0502,38.1101,39.9066
0.0,inf,inf,inf,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.6886,12.8163,13.566,13.6928,13.2747,14.1837,14.354,14.6519,14.6519,15.2896,15.1872,15.7995,16.2102,16.2495,16.643900000000002,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.6615,17.9425,18.0157,18.4821,19.5158,19.5809,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.9079,22.9513,23.1938,23.8183,23.8325,23.9884,24.6209,24.878400000000003,24.8851,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4591,26.5673,26.7876,26.2432,27.2994,27.6152,27.7131,29.656,29.8253,30.6263,30.8488,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3905,32.72,32.0435,33.7072,34.4754,37.0502,38.1101,39.9066
0.0,inf,inf,inf,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.6886,12.8163,13.566,13.6928,13.2747,14.1837,14.354,14.6519,14.6519,15.2896,15.1872,15.7995,16.2102,16.2495,16.643900000000002,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.6615,17.9425,18.0157,18.4821,19.5158,19.5809,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.9079,22.9513,23.1938,23.8183,23.8325,23.9884,24.6209,24.878400000000003,24.8851,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4591,26.5673,26.7876,26.2432,27.2994,27.6152,27.7131,29.656,29.8253,30.6263,30.8488,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3905,32.72,32.0435,33.7072,34.4754,37.0502,38.1101,39.9066
1.0,2.6786,2.6786,2.6786,inf,inf,3.9804,3.0074,5.6066,6.3144,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.6354,9.6354,9.6354,9.7412,5.9204,10.7977,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,11.0944,9.7938,10.42,13.1264,13.6395,9.3761,12.0485,13.113,15.722,15.8488,12.8469,16.3397,16.509900000000002,16.8078,16.8078,17.4456,14.547,17.5703,18.3662,18.4054,18.7999,18.8809,19.224,12.118799999999998,19.481,19.5096,15.4967,15.775799999999998,20.0985,20.1717,18.0543,21.6718,18.7084,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,20.2096,19.4348,15.3672,19.9386,24.451400000000003,21.4801,24.1503,25.3498,25.9742,25.9884,22.1026,22.7352,22.9927,22.9994,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,28.6151,18.6238,24.9019,25.8154,27.6336,29.7711,29.8691,31.8119,31.9812,28.7406,33.0048,33.1699,33.503800000000005,34.1684,34.2526,34.5464,34.876,31.6157,31.8215,32.5897,39.2061,40.266,38.020900000000005
1.0,2.6786,2.6786,2.6786,inf,inf,3.9804,3.0074,5.6066,6.3144,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.6354,9.6354,9.6354,9.7412,5.9204,10.7977,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,11.0944,9.7938,10.42,13.1264,13.6395,9.3761,12.0485,13.113,15.722,15.8488,12.8469,16.3397,16.509900000000002,16.8078,16.8078,17.4456,14.547,17.5703,18.3662,18.4054,18.7999,18.8809,19.224,12.118799999999998,19.481,19.5096,15.4967,15.775799999999998,20.0985,20.1717,18.0543,21.6718,18.7084,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,20.2096,19.4348,15.3672,19.9386,24.451400000000003,21.4801,24.1503,25.3498,25.9742,25.9884,22.1026,22.7352,22.9927,22.9994,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,28.6151,18.6238,24.9019,25.8154,27.6336,29.7711,29.8691,31.8119,31.9812,28.7406,33.0048,33.1699,33.503800000000005,34.1684,34.2526,34.5464,34.876,31.6157,31.8215,32.5897,39.2061,40.266,38.020900000000005
2.0,2.8743000000000003,2.8743000000000003,2.8743000000000003,3.9804,3.9804,inf,4.1825,2.3205,5.8398,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,5.7399,7.6818,2.2389,7.7073,6.123,6.123,6.123,6.123,9.886,8.3944,8.2464,8.2464,11.5196,11.8061,7.4793,10.6598,12.0198,11.3159,8.0262,7.805,10.8108,12.18,12.3079,12.715,9.6141,11.4561,14.6556,14.5626,18.689,13.7207,13.8475,11.0609,14.3384,11.5028,14.8065,14.8065,15.4443,17.0612,14.0579,16.3649,16.4042,16.798599999999997,16.8796,17.2227,17.3792,17.4798,17.5083,17.2411,17.5203,18.0972,18.1704,16.2683,19.6705,17.8392,20.0333,22.8596,20.3535,18.4588,23.4,20.89,19.3404,13.3517,21.3594,21.6831,22.4501,19.6941,21.2097,23.3485,23.972900000000003,19.4098,16.2043,24.4797,24.7372,24.7438,25.0267,25.0908,25.4295,27.904400000000003,26.0251,26.4872,26.5411,26.6138,16.8379,26.6464,24.029400000000003,25.5578,27.7699,27.8678,29.8106,29.98,30.485,31.0035,31.1686,31.5025,32.1672,32.251400000000004,32.5451,32.8747,29.8297,33.566,34.3341,37.204800000000006,38.2647,39.7653
3.0,4.0302,4.0302,4.0302,3.0074,3.0074,4.1825,inf,5.8087,7.6315,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,3.6034,7.4234,5.9533000000000005,9.5869,9.8375,9.8375,9.8375,9.8375,11.7656,3.8111,10.9999,10.9999,10.6388,10.9253,11.1938,12.5394,9.908,13.5193,11.7407,5.6717,13.0142,14.0596,14.1875,14.5946,13.3286,13.8416,11.7069,16.4422,20.8924,15.9241,16.0509,12.3288,16.5418,16.7121,17.009900000000002,17.009900000000002,17.6477,18.9408,17.7724,18.5683,18.6076,19.002,19.083,19.4261,19.5826,19.6832,19.7117,13.3873,13.6665,20.3006,20.3738,17.5362,21.873900000000003,18.1903,22.2367,21.8767,22.5569,22.1733,22.4171,17.0362,19.6915,17.325400000000002,17.505599999999998,17.8293,24.6535,20.962,23.6322,25.5519,26.1763,26.1905,19.9933,20.6259,20.8834,20.89,21.1729,21.237,27.632900000000003,24.9557,28.2285,28.6906,28.7445,28.8172,22.5722,22.7926,25.2973,27.1154,29.9733,30.0712,32.014,32.1834,26.6312,33.206900000000005,33.372,33.7059,34.3705,34.454800000000006,34.7485,35.0781,31.0976,29.7122,30.4803,39.4082,40.4681,35.9115
4.0,4.1759,4.1759,4.1759,5.6066,5.6066,2.3205,5.8087,inf,3.2004,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.1495,8.3665,2.7008,6.9365,4.2147,4.2147,4.2147,4.2147,9.1153,8.2249,5.6069,5.6069,12.1726,12.4592,5.571,9.889,12.6729,9.0221,6.1179,8.267,8.9604,11.4093,11.5372,11.9442,7.7058,8.816600000000001,17.0303,13.7919,18.5419,13.5737,9.8464,11.5229,14.1914,9.5945,10.8054,10.8054,15.2973,16.290399999999998,12.1496,16.2179,16.2572,16.6516,16.732599999999998,17.0757,17.232200000000002,17.3328,17.3613,17.0717,17.350900000000003,17.950200000000002,18.0234,16.7302,19.5235,15.9309,19.8863,22.0889,20.2065,16.5505,22.6293,20.7205,17.4321,13.8137,21.19,21.5136,22.3031,20.1561,19.3014,23.2015,23.8259,17.5015,16.6663,24.3103,24.5677,24.5744,24.8573,24.9214,25.2825,39.6526,25.8781,26.3402,26.3941,26.4668,17.299799999999998,26.477,24.4913,23.6495,27.6229,27.7208,29.6636,29.833,30.3156,30.8565,31.0216,31.3555,32.0201,32.1043,32.3981,32.7277,30.2917,33.3966,34.1647,37.0578,38.1177,39.5959
5.0,3.8779,3.8779,3.8779,6.3144,6.3144,5.8398,7.6315,3.2004,inf,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.2759,8.4093,7.9111,4.8072,6.4811000000000005,6.3211,6.3211,6.3211,6.3211,8.659799999999999,9.7156,4.0724,4.0724,12.4324,12.9786,7.6774,9.4336,12.9326,7.4876,8.2244,10.3734,7.425899999999999,10.9538,11.0817,11.4888,9.8122,7.282100000000001,18.521,13.3364,13.4641,10.369,13.1205,13.6293,8.8711,11.7009,9.7353,9.7353,10.4543,15.8349,14.256,13.0133,15.6771,16.0716,16.1526,16.4957,14.0275,14.1281,16.781299999999998,18.5624,18.8415,14.7456,17.4434,18.8367,16.3188,18.0374,16.6817,21.6334,19.6265,18.6569,22.1738,22.2112,19.5385,15.9201,22.6807,23.0043,19.0985,22.2625,21.4078,22.6215,20.6213,19.6079,18.7727,25.8009,26.0584,26.0651,26.348,26.4121,22.077900000000003,28.7804,25.2981,23.1356,23.1895,25.8867,19.4062,27.9676,26.5978,25.7559,27.0428,24.5162,29.0836,26.6283,31.8063,30.2765,30.4416,30.7755,31.4401,31.5243,29.1935,29.5231,32.3981,34.8872,35.6554,36.4778,37.5377,41.0866
