,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,32.0,33.0,34.0,34.0,35.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,40.0,41.0,42.0,42.0,43.0,44.0,45.0,45.0,46.0,47.0,48.0,49.0,50.0,52.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,101.0,103.0,104.0,105.0,106.0,109.0,110.0,111.0,112.0,115.0,116.0,118.0,119.0,120.0,122.0,123.0,124.0,125.0,127.0,128.0,130.0,132.0,133.0,135.0,136.0,139.0,142.0,145.0,146.0,148.0,154.0,160.0,161.0,163.0,173.0
0.0,inf,inf,inf,2.6786,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.5086,12.8163,13.566,13.6928,13.6928,13.2747,14.1837,14.354,14.354,14.6519,14.6519,15.2896,15.1872,15.1872,15.7995,16.2102,16.2102,16.2495,16.643900000000002,16.7249,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.9425,18.4821,19.5158,19.5809,19.0481,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.6146,22.9513,23.1938,22.9296,23.8183,23.8325,23.9884,24.2716,24.6209,24.878400000000003,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4556,26.4591,26.5673,26.7876,26.2432,27.2994,27.3268,27.6152,27.7131,27.9944,27.8414,29.4095,29.656,29.6961,29.8253,30.2266,30.2546,30.2707,30.3253,30.8488,30.2372,30.975900000000003,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3841,32.3905,32.72,32.0435,32.976099999999995,33.383199999999995,33.391,33.7072,33.8111,33.999300000000005,34.4754,34.6501,35.115,35.761199999999995,37.0502,37.8368,38.1101,38.4266,40.1119
0.0,inf,inf,inf,2.6786,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.5086,12.8163,13.566,13.6928,13.6928,13.2747,14.1837,14.354,14.354,14.6519,14.6519,15.2896,15.1872,15.1872,15.7995,16.2102,16.2102,16.2495,16.643900000000002,16.7249,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.9425,18.4821,19.5158,19.5809,19.0481,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.6146,22.9513,23.1938,22.9296,23.8183,23.8325,23.9884,24.2716,24.6209,24.878400000000003,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4556,26.4591,26.5673,26.7876,26.2432,27.2994,27.3268,27.6152,27.7131,27.9944,27.8414,29.4095,29.656,29.6961,29.8253,30.2266,30.2546,30.2707,30.3253,30.8488,30.2372,30.975900000000003,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3841,32.3905,32.72,32.0435,32.976099999999995,33.383199999999995,33.391,33.7072,33.8111,33.999300000000005,34.4754,34.6501,35.115,35.761199999999995,37.0502,37.8368,38.1101,38.4266,40.1119
0.0,inf,inf,inf,2.6786,2.6786,2.6786,2.8743000000000003,4.0302,4.1759,3.8779,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.6759,4.8092,3.5318,4.4526,5.8333,7.8646,7.8646,7.8646,7.8646,7.8646,7.8646,8.012,8.5356,6.6482,6.6482,8.8323,9.1189,9.221,8.7858,9.3326,9.2563,9.7679,10.3962,10.6561,10.6561,10.306,10.4339,10.841,11.3557,11.4835,12.6105,12.5086,12.8163,13.566,13.6928,13.6928,13.2747,14.1837,14.354,14.354,14.6519,14.6519,15.2896,15.1872,15.1872,15.7995,16.2102,16.2102,16.2495,16.643900000000002,16.7249,16.7249,17.068,11.3304,17.3251,17.3536,17.3824,17.9425,18.4821,19.5158,19.5809,19.0481,19.8786,20.0702,20.1988,20.2004,20.6106,21.0312,21.082,21.3205,21.5007,21.8243,22.2954,21.6146,22.9513,23.1938,22.9296,23.8183,23.8325,23.9884,24.2716,24.6209,24.878400000000003,25.168,25.2321,25.2749,25.1803,25.8704,26.3325,26.3864,26.4556,26.4591,26.5673,26.7876,26.2432,27.2994,27.3268,27.6152,27.7131,27.9944,27.8414,29.4095,29.656,29.6961,29.8253,30.2266,30.2546,30.2707,30.3253,30.8488,30.2372,30.975900000000003,31.013900000000003,31.347900000000003,32.0125,32.0967,32.3841,32.3905,32.72,32.0435,32.976099999999995,33.383199999999995,33.391,33.7072,33.8111,33.999300000000005,34.4754,34.6501,35.115,35.761199999999995,37.0502,37.8368,38.1101,38.4266,40.1119
1.0,2.6786,2.6786,2.6786,inf,inf,inf,3.9804,3.0074,5.6066,6.3144,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.6354,9.6354,9.6354,9.6354,9.6354,9.7412,5.9204,10.7977,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,12.8121,11.0944,9.7938,10.42,13.1264,13.6395,9.3761,11.8684,13.113,15.722,15.8488,15.8488,12.8469,16.3397,16.509900000000002,16.509900000000002,16.8078,16.8078,17.4456,14.547,14.547,17.5703,18.3662,18.3662,18.4054,18.7999,18.8809,18.8809,19.224,12.118799999999998,19.481,19.5096,15.4967,20.0985,18.0543,21.6718,18.7084,18.6203,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,20.2096,19.4348,15.3672,19.9386,24.451400000000003,21.1869,24.1503,25.3498,22.2895,25.9742,25.9884,22.1026,22.385900000000003,22.7352,22.9927,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,24.5699,28.6151,18.6238,24.9019,25.8154,27.6336,25.441,29.7711,29.8691,26.1943,27.4136,27.6094,31.8119,31.8521,31.9812,32.3826,32.4105,32.426700000000004,22.1983,33.0048,29.8094,29.0902,33.1699,33.503800000000005,34.1684,34.2526,34.540099999999995,34.5464,34.876,31.6157,35.132,35.5391,35.5469,31.8215,35.9671,36.1552,32.5897,32.7644,37.270900000000005,33.8755,39.2061,39.9928,40.266,40.5826,42.2679
1.0,2.6786,2.6786,2.6786,inf,inf,inf,3.9804,3.0074,5.6066,6.3144,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.6354,9.6354,9.6354,9.6354,9.6354,9.7412,5.9204,10.7977,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,12.8121,11.0944,9.7938,10.42,13.1264,13.6395,9.3761,11.8684,13.113,15.722,15.8488,15.8488,12.8469,16.3397,16.509900000000002,16.509900000000002,16.8078,16.8078,17.4456,14.547,14.547,17.5703,18.3662,18.3662,18.4054,18.7999,18.8809,18.8809,19.224,12.118799999999998,19.481,19.5096,15.4967,20.0985,18.0543,21.6718,18.7084,18.6203,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,20.2096,19.4348,15.3672,19.9386,24.451400000000003,21.1869,24.1503,25.3498,22.2895,25.9742,25.9884,22.1026,22.385900000000003,22.7352,22.9927,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,24.5699,28.6151,18.6238,24.9019,25.8154,27.6336,25.441,29.7711,29.8691,26.1943,27.4136,27.6094,31.8119,31.8521,31.9812,32.3826,32.4105,32.426700000000004,22.1983,33.0048,29.8094,29.0902,33.1699,33.503800000000005,34.1684,34.2526,34.540099999999995,34.5464,34.876,31.6157,35.132,35.5391,35.5469,31.8215,35.9671,36.1552,32.5897,32.7644,37.270900000000005,33.8755,39.2061,39.9928,40.266,40.5826,42.2679
1.0,2.6786,2.6786,2.6786,inf,inf,inf,3.9804,3.0074,5.6066,6.3144,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,2.6572,4.4787,5.7512,6.6216,9.6354,9.6354,9.6354,9.6354,9.6354,9.6354,9.7412,5.9204,10.7977,10.7977,8.3165,8.603,10.991700000000002,8.1457,8.961799999999998,11.6928,11.5386,7.749899999999999,12.8121,12.8121,11.0944,9.7938,10.42,13.1264,13.6395,9.3761,11.8684,13.113,15.722,15.8488,15.8488,12.8469,16.3397,16.509900000000002,16.509900000000002,16.8078,16.8078,17.4456,14.547,14.547,17.5703,18.3662,18.3662,18.4054,18.7999,18.8809,18.8809,19.224,12.118799999999998,19.481,19.5096,15.4967,20.0985,18.0543,21.6718,18.7084,18.6203,22.0346,19.5544,22.3548,21.9712,20.0948,19.1455,20.2096,19.4348,15.3672,19.9386,24.451400000000003,21.1869,24.1503,25.3498,22.2895,25.9742,25.9884,22.1026,22.385900000000003,22.7352,22.9927,23.2823,23.346400000000003,27.4308,24.8096,28.0264,28.4885,28.5424,24.5699,28.6151,18.6238,24.9019,25.8154,27.6336,25.441,29.7711,29.8691,26.1943,27.4136,27.6094,31.8119,31.8521,31.9812,32.3826,32.4105,32.426700000000004,22.1983,33.0048,29.8094,29.0902,33.1699,33.503800000000005,34.1684,34.2526,34.540099999999995,34.5464,34.876,31.6157,35.132,35.5391,35.5469,31.8215,35.9671,36.1552,32.5897,32.7644,37.270900000000005,33.8755,39.2061,39.9928,40.266,40.5826,42.2679
2.0,2.8743000000000003,2.8743000000000003,2.8743000000000003,3.9804,3.9804,3.9804,inf,4.1825,2.3205,5.8398,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,7.3631,5.7399,7.6818,2.2389,7.7073,6.123,6.123,6.123,6.123,6.123,6.123,9.886,8.3944,8.2464,8.2464,11.5196,11.8061,7.4793,10.6598,12.0198,11.3159,8.0262,7.805,10.8108,10.8108,12.18,12.3079,12.715,9.6141,11.4561,14.6556,14.3826,18.689,13.7207,13.8475,13.8475,11.0609,14.3384,11.5028,11.5028,14.8065,14.8065,15.4443,17.0612,17.0612,14.0579,16.3649,16.3649,16.4042,16.798599999999997,16.8796,16.8796,17.2227,17.3792,17.4798,17.5083,17.2411,18.0972,16.2683,19.6705,17.8392,16.8343,20.0333,22.8596,20.3535,18.4588,23.4,20.89,19.3404,13.3517,21.3594,21.6831,22.4501,19.4009,21.2097,23.3485,24.8036,23.972900000000003,19.4098,16.2043,24.1303,24.4797,24.7372,25.0267,25.0908,25.4295,27.904400000000003,26.0251,26.4872,26.5411,18.6716,26.6138,16.8379,26.6464,24.029400000000003,25.5578,27.1855,27.7699,27.8678,30.6817,25.6276,32.0968,29.8106,29.8508,29.98,30.3813,30.4093,30.4254,30.48,31.0035,28.0234,30.8346,31.1686,31.5025,32.1672,32.251400000000004,32.5388,32.5451,32.8747,29.8297,24.7614,33.537800000000004,25.1763,33.566,33.9658,34.1539,34.3341,34.508900000000004,35.2696,35.62,37.204800000000006,37.9915,38.2647,38.581300000000006,40.2666
3.0,4.0302,4.0302,4.0302,3.0074,3.0074,3.0074,4.1825,inf,5.8087,7.6315,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,6.1501,3.6034,7.4234,5.9533000000000005,9.5869,9.8375,9.8375,9.8375,9.8375,9.8375,9.8375,11.7656,3.8111,10.9999,10.9999,10.6388,10.9253,11.1938,12.5394,9.908,13.5193,11.7407,5.6717,13.0142,13.0142,14.0596,14.1875,14.5946,13.3286,13.8416,11.7069,16.2622,20.8924,15.9241,16.0509,16.0509,12.3288,16.5418,16.7121,16.7121,17.009900000000002,17.009900000000002,17.6477,18.9408,18.9408,17.7724,18.5683,18.5683,18.6076,19.002,19.083,19.083,19.4261,19.5826,19.6832,19.7117,13.3873,20.3006,17.5362,21.873900000000003,18.1903,18.1022,22.2367,21.8767,22.5569,22.1733,22.4171,17.0362,19.6915,17.325400000000002,17.505599999999998,17.8293,24.6535,20.6687,23.6322,25.5519,26.6832,26.1763,26.1905,19.9933,20.2765,20.6259,20.8834,21.1729,21.237,27.632900000000003,24.9557,28.2285,28.6906,28.7445,22.4606,28.8172,22.5722,22.7926,25.2973,27.1154,23.3317,29.9733,30.0712,28.2615,26.8955,29.6766,32.014,32.0542,32.1834,32.5847,32.612700000000004,32.6288,32.6834,33.206900000000005,29.2913,26.9808,33.372,33.7059,34.3705,34.454800000000006,34.7422,34.7485,35.0781,31.0976,35.3341,35.7412,35.749,29.7122,36.1692,36.3573,30.4803,30.655,37.473,31.7662,39.4082,40.1949,40.4681,40.7847,42.47
4.0,4.1759,4.1759,4.1759,5.6066,5.6066,5.6066,2.3205,5.8087,inf,3.2004,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.0162,8.1495,8.3665,2.7008,6.9365,4.2147,4.2147,4.2147,4.2147,4.2147,4.2147,9.1153,8.2249,5.6069,5.6069,12.1726,12.4592,5.571,9.889,12.6729,9.0221,6.1179,8.267,8.9604,8.9604,11.4093,11.5372,11.9442,7.7058,8.816600000000001,17.0303,13.6118,18.5419,13.5737,9.8464,9.8464,11.5229,14.1914,9.5945,9.5945,10.8054,10.8054,15.2973,16.290399999999998,16.290399999999998,12.1496,16.2179,16.2179,16.2572,16.6516,16.732599999999998,16.732599999999998,17.0757,17.232200000000002,17.3328,17.3613,17.0717,17.950200000000002,16.7302,19.5235,15.9309,17.296200000000002,19.8863,22.0889,20.2065,16.5505,22.6293,20.7205,17.4321,13.8137,21.19,21.5136,22.3031,19.8628,19.3014,23.2015,24.0329,23.8259,17.5015,16.6663,23.9609,24.3103,24.5677,24.8573,24.9214,25.2825,39.6526,25.8781,26.3402,26.3941,19.1336,26.4668,17.299799999999998,26.477,24.4913,23.6495,27.0161,27.6229,27.7208,31.3347,26.0896,32.7498,29.6636,29.7038,29.833,30.2343,20.808,30.2784,30.333,30.8565,28.4854,30.6652,31.0216,31.3555,32.0201,32.1043,32.3918,32.3981,32.7277,30.2917,22.8531,33.390800000000006,23.268,33.3966,33.8188,34.0069,34.1647,34.339400000000005,35.1226,35.4506,37.0578,37.8445,38.1177,38.4343,40.1196
